ts_code,symbol,name,area,industry,list_date,code
600777.SH,600777,*ST新潮,山东,石油开采,19961121,600777
600778.SH,600778,友好集团,新疆,百货,19961203,600778
600779.SH,600779,水井坊,四川,白酒,19961206,600779
600780.SH,600780,通宝能源,山西,火力发电,19961205,600780
600782.SH,600782,新钢股份,江西,普钢,19961225,600782
600783.SH,600783,鲁信创投,山东,专用机械,19961225,600783
600784.SH,600784,鲁银投资,山东,综合类,19961225,600784
600785.SH,600785,新华百货,宁夏,百货,19970108,600785
600787.SH,600787,中储股份,天津,仓储物流,19970121,600787
600789.SH,600789,鲁抗医药,山东,化学制药,19970226,600789
600790.SH,600790,轻纺城,浙江,商品城,19970228,600790
600791.SH,600791,京能置业,北京,全国地产,19970130,600791
600792.SH,600792,云煤能源,云南,焦炭加工,19970123,600792
600793.SH,600793,宜宾纸业,四川,造纸,19970220,600793
600794.SH,600794,保税科技,江苏,仓储物流,19970306,600794
600795.SH,600795,国电电力,辽宁,火力发电,19970318,600795
600796.SH,600796,钱江生化,浙江,环境保护,19970408,600796
600797.SH,600797,浙大网新,浙江,软件服务,19970418,600797
600798.SH,600798,宁波海运,浙江,水运,19970423,600798
600800.SH,600800,渤海化学,天津,化工原料,19931206,600800
600801.SH,600801,华新建材,湖北,水泥,19940103,600801
600802.SH,600802,福建水泥,福建,水泥,19940103,600802
600803.SH,600803,新奥股份,河北,供气供热,19940103,600803
600805.SH,600805,悦达投资,江苏,综合类,19940103,600805
600807.SH,600807,济高发展,山东,医疗保健,19940103,600807
600808.SH,600808,马钢股份,安徽,普钢,19940106,600808
600809.SH,600809,山西汾酒,山西,白酒,19940106,600809
600810.SH,600810,神马股份,河南,化纤,19940106,600810
600812.SH,600812,华北制药,河北,化学制药,19940114,600812
600814.SH,600814,杭州解百,浙江,百货,19940114,600814
600815.SH,600815,厦工股份,福建,工程机械,19940128,600815
600816.SH,600816,建元信托,上海,多元金融,19940128,600816
600817.SH,600817,宇通重工,河南,专用机械,19940128,600817
600818.SH,600818,中路股份,上海,文教休闲,19940128,600818
600819.SH,600819,耀皮玻璃,上海,玻璃,19940128,600819
600820.SH,600820,隧道股份,上海,建筑工程,19940128,600820
600821.SH,600821,金开新能,天津,新型电力,19940128,600821
600822.SH,600822,上海物贸,上海,汽车服务,19940204,600822
600824.SH,600824,益民集团,上海,百货,19940204,600824
600825.SH,600825,新华传媒,上海,出版业,19940204,600825
600826.SH,600826,兰生股份,上海,文教休闲,19940204,600826
600827.SH,600827,百联股份,上海,超市连锁,19940204,600827
600828.SH,600828,茂业商业,四川,百货,19940224,600828
600829.SH,600829,人民同泰,黑龙江,医药商业,19940224,600829
600830.SH,600830,香溢融通,浙江,多元金融,19940224,600830
600831.SH,600831,广电网络,陕西,影视音像,19940224,600831
600833.SH,600833,第一医药,上海,医药商业,19940224,600833
600834.SH,600834,申通地铁,上海,公共交通,19940224,600834
600835.SH,600835,上海机电,上海,运输设备,19940224,600835
600838.SH,600838,上海九百,上海,百货,19940224,600838
600839.SH,600839,四川长虹,四川,家用电器,19940311,600839
600841.SH,600841,动力新科,上海,汽车配件,19940311,600841
600843.SH,600843,上工申贝,上海,纺织机械,19940311,600843
600844.SH,600844,金煤科技,内蒙,化工原料,19940311,600844
600845.SH,600845,宝信软件,上海,软件服务,19940311,600845
600846.SH,600846,同济科技,上海,建筑工程,19940311,600846
600847.SH,600847,万里股份,重庆,电气设备,19940324,600847
600848.SH,600848,上海临港,上海,园区开发,19940324,600848
601607.SH,601607,上海医药,上海,医药商业,19940324,601607
600850.SH,600850,电科数字,上海,软件服务,19940324,600850
600851.SH,600851,海欣股份,上海,化学制药,19940404,600851
600853.SH,600853,龙建股份,黑龙江,建筑工程,19940404,600853
600854.SH,600854,春兰股份,江苏,家用电器,19940425,600854
600855.SH,600855,航天长峰,北京,专用机械,19940425,600855
600857.SH,600857,宁波中百,浙江,百货,19940425,600857
600858.SH,600858,银座股份,山东,百货,19940506,600858
600859.SH,600859,王府井,北京,百货,19940506,600859
600860.SH,600860,京城股份,北京,专用机械,19940506,600860
600861.SH,600861,北京人力,北京,文教休闲,19940520,600861
600862.SH,600862,中航高科,江苏,航空,19940520,600862
600863.SH,600863,华能蒙电,内蒙,火力发电,19940520,600863
600864.SH,600864,哈投股份,黑龙江,证券,19940809,600864
600865.SH,600865,百大集团,浙江,百货,19940809,600865
600866.SH,600866,星湖科技,广东,饲料,19940818,600866
600867.SH,600867,通化东宝,吉林,生物制药,19940824,600867
600868.SH,600868,梅雁吉祥,广东,水力发电,19940912,600868
600869.SH,600869,远东股份,青海,电气设备,19950206,600869
600871.SH,600871,石化油服,北京,石油开采,19950411,600871
600872.SH,600872,中炬高新,广东,食品,19950124,600872
600873.SH,600873,梅花生物,西藏,食品,19950217,600873
600874.SH,600874,创业环保,天津,环境保护,19950630,600874
600875.SH,600875,东方电气,四川,电气设备,19951010,600875
600876.SH,600876,凯盛新能,河南,玻璃,19951031,600876
600877.SH,600877,电科芯片,重庆,半导体,19951013,600877
600879.SH,600879,航天电子,湖北,航空,19951115,600879
600880.SH,600880,博瑞传播,四川,广告包装,19951115,600880
600881.SH,600881,亚泰集团,吉林,综合类,19951115,600881
600882.SH,600882,妙可蓝多,上海,乳制品,19951206,600882
600883.SH,600883,博闻科技,云南,种植业,19951208,600883
600884.SH,600884,杉杉股份,浙江,电气设备,19960130,600884
600885.SH,600885,宏发股份,湖北,电气设备,19960205,600885
600886.SH,600886,国投电力,北京,水力发电,19960118,600886
600887.SH,600887,伊利股份,内蒙,乳制品,19960312,600887
600888.SH,600888,新疆众和,新疆,铝,19960215,600888
600889.SH,600889,*ST京化,江苏,机械基件,19960308,600889
600892.SH,600892,*ST大晟,深圳,互联网,19960315,600892
600893.SH,600893,航发动力,陕西,航空,19960408,600893
600894.SH,600894,广日股份,广东,运输设备,19960328,600894
600895.SH,600895,张江高科,上海,园区开发,19960422,600895
600897.SH,600897,厦门空港,福建,机场,19960531,600897
600900.SH,600900,长江电力,北京,水力发电,20031118,600900
600960.SH,600960,渤海汽车,山东,汽车配件,20040407,600960
600963.SH,600963,岳阳林纸,湖南,造纸,20040525,600963
600966.SH,600966,博汇纸业,山东,造纸,20040608,600966
600967.SH,600967,内蒙一机,内蒙,运输设备,20040518,600967
600969.SH,600969,郴电国际,湖南,水力发电,20040408,600969
600975.SH,600975,新五丰,湖南,农业综合,20040609,600975
600976.SH,600976,健民集团,湖北,中成药,20040419,600976
600980.SH,600980,北矿科技,北京,专用机械,20040512,600980
600985.SH,600985,淮北矿业,安徽,煤炭开采,20040428,600985
600986.SH,600986,浙文互联,浙江,互联网,20040426,600986
600988.SH,600988,赤峰黄金,内蒙,黄金,20040414,600988
600990.SH,600990,四创电子,安徽,通信设备,20040510,600990
600992.SH,600992,贵绳股份,贵州,钢加工,20040514,600992
600993.SH,600993,马应龙,湖北,中成药,20040517,600993
600995.SH,600995,南网储能,云南,水力发电,20040615,600995
600997.SH,600997,开滦股份,河北,焦炭加工,20040602,600997
002017.SZ,002017,东信和平,广东,通信设备,20040713,002017
002003.SZ,002003,伟星股份,浙江,服饰,20040625,002003
002004.SZ,002004,华邦健康,重庆,农药化肥,20040625,002004
002005.SZ,002005,ST德豪,安徽,家用电器,20040625,002005
002006.SZ,002006,精工科技,浙江,专用机械,20040625,002006
002007.SZ,002007,华兰生物,河南,生物制药,20040625,002007
002008.SZ,002008,大族激光,深圳,专用机械,20040625,002008
002009.SZ,002009,天奇股份,江苏,工程机械,20040629,002009
002010.SZ,002010,传化智联,浙江,仓储物流,20040629,002010
002011.SZ,002011,盾安环境,浙江,家用电器,20040705,002011
002012.SZ,002012,凯恩股份,浙江,造纸,20040705,002012
002014.SZ,002014,永新股份,安徽,塑料,20040708,002014
002015.SZ,002015,协鑫能科,江苏,新型电力,20040708,002015
002016.SZ,002016,世荣兆业,广东,区域地产,20040708,002016
002019.SZ,002019,亿帆医药,浙江,化学制药,20040713,002019
002020.SZ,002020,京新药业,浙江,化学制药,20040715,002020
002021.SZ,002021,中捷资源,浙江,纺织机械,20040715,002021
002022.SZ,002022,科华生物,上海,医疗保健,20040721,002022
002023.SZ,002023,海特高新,四川,航空,20040721,002023
002024.SZ,002024,ST易购,江苏,电器连锁,20040721,002024
002025.SZ,002025,航天电器,贵州,元器件,20040726,002025
002026.SZ,002026,山东威达,山东,机械基件,20040727,002026
002027.SZ,002027,分众传媒,上海,广告包装,20040804,002027
002028.SZ,002028,思源电气,上海,电气设备,20040805,002028
002029.SZ,002029,七匹狼,福建,服饰,20040806,002029
002030.SZ,002030,达安基因,广东,医疗保健,20040809,002030
002031.SZ,002031,巨轮智能,广东,汽车配件,20040816,002031
002032.SZ,002032,苏泊尔,浙江,家用电器,20040817,002032
002033.SZ,002033,丽江股份,云南,旅游景点,20040825,002033
002034.SZ,002034,旺能环境,浙江,环境保护,20040826,002034
002035.SZ,002035,华帝股份,广东,家用电器,20040901,002035
002036.SZ,002036,联创电子,江西,元器件,20040903,002036
002037.SZ,002037,保利联合,贵州,化工原料,20040908,002037
002038.SZ,002038,双鹭药业,北京,生物制药,20040909,002038
600022.SH,600022,山东钢铁,山东,普钢,20040629,600022
600143.SH,600143,金发科技,广东,塑料,20040623,600143
600482.SH,600482,中国动力,河北,船舶,20040714,600482
600961.SH,600961,株冶集团,湖南,铅锌,20040830,600961
600962.SH,600962,国投中鲁,北京,软饮料,20040622,600962
600965.SH,600965,福成股份,河北,农业综合,20040713,600965
600971.SH,600971,恒源煤电,安徽,煤炭开采,20040817,600971
600973.SH,600973,宝胜股份,江苏,电气设备,20040802,600973
600979.SH,600979,广安爱众,四川,水力发电,20040906,600979
600981.SH,600981,苏豪汇鸿,江苏,商贸代理,20040630,600981
600982.SH,600982,宁波能源,浙江,供气供热,20040706,600982
600983.SH,600983,惠而浦,安徽,家用电器,20040727,600983
600984.SH,600984,建设机械,陕西,工程机械,20040707,600984
600987.SH,600987,航民股份,浙江,纺织,20040809,600987
600027.SH,600027,华电国际,山东,火力发电,20050203,600027
002039.SZ,002039,黔源电力,贵州,水力发电,20050303,002039
002040.SZ,002040,南京港,江苏,港口,20050325,002040
600970.SH,600970,中材国际,江苏,建筑工程,20050412,600970
002041.SZ,002041,登海种业,山东,种植业,20050418,002041
002042.SZ,002042,华孚时尚,安徽,纺织,20050427,002042
002043.SZ,002043,兔宝宝,浙江,其他建材,20050510,002043
002044.SZ,002044,美年健康,浙江,医疗保健,20050518,002044
002045.SZ,002045,国光电器,广东,元器件,20050523,002045
002046.SZ,002046,国机精工,河南,机械基件,20050526,002046
002047.SZ,002047,*ST宝鹰,深圳,装修装饰,20050531,002047
002048.SZ,002048,宁波华翔,浙江,汽车配件,20050603,002048
002049.SZ,002049,紫光国微,河北,半导体,20050606,002049
002050.SZ,002050,三花智控,浙江,家用电器,20050607,002050
300150.SZ,300150,世纪瑞尔,北京,软件服务,20101222,300150
002051.SZ,002051,中工国际,北京,建筑工程,20060619,002051
002052.SZ,002052,同洲电子,深圳,家用电器,20060627,002052
002053.SZ,002053,云南能投,云南,新型电力,20060627,002053
601001.SH,601001,晋控煤业,山西,煤炭开采,20060623,601001
601988.SH,601988,中国银行,北京,银行,20060705,601988
002054.SZ,002054,德美化工,广东,染料涂料,20060725,002054
002055.SZ,002055,ST得润,深圳,元器件,20060725,002055
002056.SZ,002056,横店东磁,浙江,电气设备,20060802,002056
600048.SH,600048,保利发展,广东,全国地产,20060731,600048
002057.SZ,002057,中钢天源,安徽,矿物制品,20060802,002057
002058.SZ,002058,*ST威尔,上海,电气设备,20060802,002058
002059.SZ,002059,云南旅游,云南,旅游景点,20060810,002059
601006.SH,601006,大秦铁路,山西,铁路,20060801,601006
002060.SZ,002060,广东建工,广东,建筑工程,20060810,002060
002061.SZ,002061,浙江交科,浙江,建筑工程,20060816,002061
002062.SZ,002062,宏润建设,浙江,建筑工程,20060816,002062
002063.SZ,002063,远光软件,广东,软件服务,20060823,002063
002064.SZ,002064,华峰化学,浙江,化纤,20060823,002064
002065.SZ,002065,东华软件,北京,软件服务,20060823,002065
002066.SZ,002066,瑞泰科技,北京,其他建材,20060823,002066
601111.SH,601111,中国国航,北京,空运,20060818,601111
002067.SZ,002067,景兴纸业,浙江,造纸,20060915,002067
002068.SZ,002068,黑猫股份,江西,化工原料,20060915,002068
300016.SZ,300016,北陆药业,北京,化学制药,20091030,300016
300271.SZ,300271,华宇软件,北京,软件服务,20111026,300271
601699.SH,601699,潞安环能,山西,煤炭开采,20060922,601699
002069.SZ,002069,獐子岛,辽宁,渔业,20060928,002069
002279.SZ,002279,久其软件,北京,软件服务,20090811,002279
002072.SZ,002072,凯瑞德,湖北,商贸代理,20061018,002072
601588.SH,601588,北辰实业,北京,区域地产,20061016,601588
002073.SZ,002073,软控股份,山东,专用机械,20061018,002073
600017.SH,600017,日照港,山东,港口,20061017,600017
002074.SZ,002074,国轩高科,安徽,电气设备,20061018,002074
002075.SZ,002075,沙钢股份,江苏,特种钢,20061025,002075
002076.SZ,002076,*ST星光,广东,家用电器,20061025,002076
601398.SH,601398,工商银行,北京,银行,20061027,601398
002079.SZ,002079,苏州固锝,江苏,电气设备,20061116,002079
002078.SZ,002078,太阳纸业,山东,造纸,20061116,002078
002077.SZ,002077,大港股份,江苏,半导体,20061116,002077
600018.SH,600018,上港集团,上海,港口,20061026,600018
002080.SZ,002080,中材科技,江苏,玻璃,20061120,002080
002081.SZ,002081,金螳螂,江苏,装修装饰,20061120,002081
002082.SZ,002082,万邦德,浙江,中成药,20061120,002082
601666.SH,601666,平煤股份,河南,煤炭开采,20061123,601666
002083.SZ,002083,孚日股份,山东,纺织,20061124,002083
002084.SZ,002084,海鸥住工,广东,家居用品,20061124,002084
002085.SZ,002085,万丰奥威,浙江,汽车配件,20061128,002085
002086.SZ,002086,东方海洋,山东,渔业,20061128,002086
002088.SZ,002088,鲁阳节能,山东,矿物制品,20061130,002088
601872.SH,601872,招商轮船,上海,水运,20061201,601872
002090.SZ,002090,金智科技,江苏,电气设备,20061208,002090
002091.SZ,002091,江苏国泰,江苏,商贸代理,20061208,002091
002092.SZ,002092,中泰化学,新疆,化工原料,20061208,002092
601991.SH,601991,大唐发电,北京,火力发电,20061220,601991
002095.SZ,002095,生意宝,浙江,互联网,20061215,002095
002094.SZ,002094,青岛金王,山东,日用化工,20061215,002094
002093.SZ,002093,国脉科技,福建,文教休闲,20061215,002093
002102.SZ,002102,能特科技,湖北,化学制药,20061229,002102
002101.SZ,002101,广东鸿图,广东,汽车配件,20061229,002101
002099.SZ,002099,海翔药业,浙江,化学制药,20061226,002099
002100.SZ,002100,天康生物,新疆,饲料,20061226,002100
002097.SZ,002097,山河智能,湖南,工程机械,20061222,002097
002096.SZ,002096,易普力,湖南,化工原料,20061222,002096
002098.SZ,002098,浔兴股份,福建,服饰,20061222,002098
002103.SZ,002103,广博股份,浙江,文教休闲,20070110,002103
002105.SZ,002105,信隆健康,深圳,摩托车,20070112,002105
601333.SH,601333,广深铁路,深圳,铁路,20061222,601333
002104.SZ,002104,恒宝股份,江苏,通信设备,20070110,002104
002110.SZ,002110,三钢闽光,福建,普钢,20070126,002110
002108.SZ,002108,沧州明珠,河北,塑料,20070124,002108
002106.SZ,002106,莱宝高科,深圳,元器件,20070112,002106
002109.SZ,002109,兴化股份,陕西,化工原料,20070126,002109
601002.SH,601002,晋亿实业,浙江,机械基件,20070126,601002
601628.SH,601628,中国人寿,北京,保险,20070109,601628
002107.SZ,002107,沃华医药,山东,中成药,20070124,002107
002111.SZ,002111,威海广泰,山东,航空,20070126,002111
002121.SZ,002121,科陆电子,深圳,电器仪表,20070306,002121
002112.SZ,002112,三变科技,浙江,电气设备,20070208,002112
002114.SZ,002114,罗平锌电,云南,铅锌,20070215,002114
002115.SZ,002115,三维通信,浙江,互联网,20070215,002115
002120.SZ,002120,韵达股份,浙江,仓储物流,20070306,002120
002116.SZ,002116,中国海诚,上海,建筑工程,20070215,002116
002117.SZ,002117,东港股份,山东,广告包装,20070302,002117
601166.SH,601166,兴业银行,福建,银行,20070205,601166
002119.SZ,002119,康强电子,浙江,半导体,20070302,002119
601003.SH,601003,柳钢股份,广西,普钢,20070227,601003
002124.SZ,002124,天邦食品,浙江,农业综合,20070403,002124
601005.SH,601005,重庆钢铁,重庆,普钢,20070228,601005
601318.SH,601318,中国平安,深圳,保险,20070301,601318
002123.SZ,002123,梦网科技,辽宁,互联网,20070328,002123
601007.SH,601007,金陵饭店,江苏,酒店餐饮,20070406,601007
002125.SZ,002125,湘潭电化,湖南,化工原料,20070403,002125
300318.SZ,300318,博晖创新,北京,医疗保健,20120523,300318
002122.SZ,002122,ST汇洲,浙江,机床制造,20070328,002122
002126.SZ,002126,银轮股份,浙江,汽车配件,20070418,002126
601008.SH,601008,连云港,江苏,港口,20070426,601008
002130.SZ,002130,沃尔核材,深圳,电气设备,20070420,002130
002129.SZ,002129,TCL中环,天津,电气设备,20070420,002129
002127.SZ,002127,南极电商,江苏,互联网,20070418,002127
002131.SZ,002131,利欧股份,浙江,互联网,20070427,002131
002132.SZ,002132,恒星科技,河南,钢加工,20070427,002132
002134.SZ,002134,天津普林,天津,元器件,20070516,002134
002135.SZ,002135,东南网架,浙江,钢加工,20070530,002135
002136.SZ,002136,安纳达,安徽,化工原料,20070530,002136
002133.SZ,002133,广宇集团,浙江,全国地产,20070427,002133
000338.SZ,000338,潍柴动力,山东,汽车配件,20070430,000338
002128.SZ,002128,电投能源,内蒙,煤炭开采,20070418,002128
601998.SH,601998,中信银行,北京,银行,20070427,601998
002139.SZ,002139,拓邦股份,深圳,元器件,20070629,002139
601328.SH,601328,交通银行,上海,银行,20070515,601328
601600.SH,601600,中国铝业,北京,铝,20070430,601600
002137.SZ,002137,实益达,深圳,元器件,20070613,002137
002138.SZ,002138,顺络电子,深圳,元器件,20070613,002138
002170.SZ,002170,芭田股份,深圳,农药化肥,20070919,002170
002140.SZ,002140,东华科技,安徽,建筑工程,20070712,002140
601919.SH,601919,中远海控,天津,水运,20070626,601919
601168.SH,601168,西部矿业,青海,铜,20070712,601168
002144.SZ,002144,宏达高科,浙江,纺织,20070803,002144
002141.SZ,002141,贤丰控股,广东,农业综合,20070720,002141
002142.SZ,002142,宁波银行,浙江,银行,20070719,002142
601009.SH,601009,南京银行,江苏,银行,20070719,601009
002153.SZ,002153,石基信息,北京,软件服务,20070813,002153
002146.SZ,002146,荣盛发展,河北,全国地产,20070808,002146
002159.SZ,002159,三特索道,湖北,旅游服务,20070817,002159
002148.SZ,002148,北纬科技,北京,互联网,20070810,002148
002150.SZ,002150,正泰电源,江苏,机械基件,20070810,002150
002152.SZ,002152,广电运通,广东,IT设备,20070813,002152
002149.SZ,002149,西部材料,陕西,小金属,20070810,002149
002157.SZ,002157,正邦科技,江西,农业综合,20070817,002157
002155.SZ,002155,湖南黄金,湖南,黄金,20070816,002155
002151.SZ,002151,北斗星通,北京,通信设备,20070813,002151
002156.SZ,002156,通富微电,江苏,半导体,20070816,002156
002145.SZ,002145,钛能化学,甘肃,化工原料,20070803,002145
002158.SZ,002158,汉钟精机,上海,工程机械,20070817,002158
002168.SZ,002168,*ST惠程,重庆,电气设备,20070919,002168
002160.SZ,002160,常铝股份,江苏,铝,20070821,002160
002161.SZ,002161,远望谷,深圳,通信设备,20070821,002161
002254.SZ,002254,泰和新材,山东,化纤,20080625,002254
002154.SZ,002154,报喜鸟,浙江,服饰,20070816,002154
002164.SZ,002164,宁波东力,浙江,机械基件,20070823,002164
002162.SZ,002162,悦心健康,上海,陶瓷,20070823,002162
002163.SZ,002163,海南发展,深圳,装修装饰,20070823,002163
002169.SZ,002169,智光电气,广东,电气设备,20070919,002169
002167.SZ,002167,东方锆业,广东,小金属,20070913,002167
002175.SZ,002175,东方智造,广西,电器仪表,20071012,002175
002171.SZ,002171,楚江新材,安徽,铜,20070921,002171
002165.SZ,002165,红宝丽,江苏,化工原料,20070913,002165
002192.SZ,002192,融捷股份,广东,小金属,20071205,002192
002166.SZ,002166,莱茵生物,广西,中成药,20070913,002166
002172.SZ,002172,澳洋健康,江苏,医疗保健,20070921,002172
002174.SZ,002174,游族网络,福建,互联网,20070925,002174
601169.SH,601169,北京银行,北京,银行,20070919,601169
002173.SZ,002173,创新医疗,浙江,医疗保健,20070925,002173
002176.SZ,002176,江特电机,江西,小金属,20071012,002176
002179.SZ,002179,中航光电,河南,元器件,20071101,002179
002177.SZ,002177,御银股份,广东,其他商业,20071101,002177
002180.SZ,002180,奔图科技,广东,IT设备,20071113,002180
601939.SH,601939,建设银行,北京,银行,20070925,601939
002178.SZ,002178,延华智能,上海,软件服务,20071101,002178
601808.SH,601808,中海油服,天津,石油开采,20070928,601808
300477.SZ,300477,ST合纵,北京,电气设备,20150610,300477
002183.SZ,002183,怡亚通,深圳,仓储物流,20071113,002183
002185.SZ,002185,华天科技,甘肃,半导体,20071120,002185
002182.SZ,002182,宝武镁业,江苏,小金属,20071113,002182
002184.SZ,002184,海得控制,上海,机械基件,20071116,002184
601088.SH,601088,中国神华,北京,煤炭开采,20071009,601088
002189.SZ,002189,中光学,河南,元器件,20071203,002189
601857.SH,601857,中国石油,北京,石油开采,20071105,601857
002188.SZ,002188,中天服务,浙江,房产服务,20071122,002188
002187.SZ,002187,广百股份,广东,百货,20071122,002187
002186.SZ,002186,全聚德,北京,酒店餐饮,20071120,002186
002196.SZ,002196,方正电机,浙江,纺织机械,20071212,002196
002208.SZ,002208,合肥城建,安徽,区域地产,20080128,002208
002193.SZ,002193,如意集团,山东,纺织,20071207,002193
002190.SZ,002190,成飞集成,四川,汽车配件,20071203,002190
002191.SZ,002191,劲嘉股份,深圳,广告包装,20071205,002191
002194.SZ,002194,武汉凡谷,湖北,通信设备,20071207,002194
002195.SZ,002195,岩山科技,上海,软件服务,20071212,002195
300213.SZ,300213,佳讯飞鸿,北京,通信设备,20110505,300213
002200.SZ,002200,*ST交投,云南,建筑工程,20071221,002200
002199.SZ,002199,*ST东晶,浙江,元器件,20071221,002199
002198.SZ,002198,嘉应制药,广东,中成药,20071218,002198
601390.SH,601390,中国中铁,北京,建筑工程,20071203,601390
601918.SH,601918,新集能源,安徽,煤炭开采,20071219,601918
002197.SZ,002197,证通电子,深圳,IT设备,20071218,002197
002201.SZ,002201,九鼎新材,江苏,玻璃,20071226,002201
002203.SZ,002203,海亮股份,浙江,铜,20080116,002203
601999.SH,601999,出版传媒,辽宁,出版业,20071221,601999
002202.SZ,002202,金风科技,新疆,电气设备,20071226,002202
601866.SH,601866,中远海发,上海,水运,20071212,601866
002204.SZ,002204,大连重工,辽宁,专用机械,20080116,002204
002205.SZ,002205,国统股份,新疆,水泥,20080123,002205
601601.SH,601601,中国太保,上海,保险,20071225,601601
002207.SZ,002207,准油股份,新疆,石油开采,20080128,002207
002206.SZ,002206,海利得,浙江,化纤,20080123,002206
002209.SZ,002209,达意隆,广东,轻工机械,20080130,002209
002210.SZ,002210,飞马国际,深圳,环境保护,20080130,002210
002211.SZ,002211,ST宏达,上海,橡胶,20080201,002211
002213.SZ,002213,大为股份,深圳,半导体,20080201,002213
601099.SH,601099,太平洋,云南,证券,20071228,601099
002212.SZ,002212,天融信,广东,软件服务,20080201,002212
002216.SZ,002216,三全食品,河南,食品,20080220,002216
601899.SH,601899,紫金矿业,福建,铜,20080425,601899
002215.SZ,002215,诺普信,深圳,农药化肥,20080218,002215
002214.SZ,002214,*ST大立,浙江,电器仪表,20080218,002214
002226.SZ,002226,江南化工,安徽,化工原料,20080506,002226
002217.SZ,002217,合力泰,福建,元器件,20080220,002217
002218.SZ,002218,拓日新能,深圳,新型电力,20080228,002218
002222.SZ,002222,福晶科技,福建,元器件,20080319,002222
601898.SH,601898,中煤能源,北京,煤炭开采,20080201,601898
002221.SZ,002221,东华能源,广东,石油加工,20080306,002221
002224.SZ,002224,三力士,浙江,橡胶,20080425,002224
002219.SZ,002219,新里程,甘肃,医疗保健,20080306,002219
601958.SH,601958,金钼股份,陕西,小金属,20080417,601958
601186.SH,601186,中国铁建,北京,建筑工程,20080310,601186
002223.SZ,002223,鱼跃医疗,江苏,医疗保健,20080418,002223
002225.SZ,002225,濮耐股份,河南,其他建材,20080425,002225
002228.SZ,002228,合兴包装,福建,广告包装,20080508,002228
002227.SZ,002227,*ST特迅,深圳,电气设备,20080506,002227
002244.SZ,002244,滨江集团,浙江,区域地产,20080529,002244
002230.SZ,002230,科大讯飞,安徽,软件服务,20080512,002230
002237.SZ,002237,恒邦股份,山东,黄金,20080520,002237
002235.SZ,002235,安妮股份,福建,造纸,20080516,002235
002232.SZ,002232,启明信息,吉林,软件服务,20080509,002232
002249.SZ,002249,大洋电机,广东,电气设备,20080619,002249
002229.SZ,002229,鸿博股份,福建,广告包装,20080508,002229
002253.SZ,002253,*ST智胜,四川,软件服务,20080623,002253
002234.SZ,002234,民和股份,山东,农业综合,20080516,002234
002246.SZ,002246,北化股份,四川,化工原料,20080605,002246
002233.SZ,002233,塔牌集团,广东,水泥,20080516,002233
002243.SZ,002243,力合科创,深圳,广告包装,20080528,002243
002236.SZ,002236,大华股份,浙江,IT设备,20080520,002236
002265.SZ,002265,建设工业,云南,专用机械,20080806,002265
002252.SZ,002252,上海莱士,上海,生物制药,20080623,002252
002240.SZ,002240,盛新锂能,四川,小金属,20080523,002240
002247.SZ,002247,聚力文化,浙江,其他建材,20080612,002247
002239.SZ,002239,奥特佳,江苏,汽车配件,20080522,002239
002238.SZ,002238,天威视讯,深圳,影视音像,20080526,002238
002242.SZ,002242,九阳股份,山东,家用电器,20080528,002242
002245.SZ,002245,蔚蓝锂芯,江苏,电气设备,20080605,002245
002241.SZ,002241,歌尔股份,山东,元器件,20080522,002241
002248.SZ,002248,华东数控,山东,机床制造,20080612,002248
002263.SZ,002263,大东南,浙江,塑料,20080728,002263
002274.SZ,002274,华昌化工,江苏,农药化肥,20080925,002274
002251.SZ,002251,步步高,湖南,超市连锁,20080619,002251
002256.SZ,002256,兆新股份,深圳,新型电力,20080625,002256
002261.SZ,002261,拓维信息,湖南,软件服务,20080723,002261
002255.SZ,002255,海陆重工,江苏,专用机械,20080625,002255
002259.SZ,002259,升达林业,四川,供气供热,20080716,002259
002262.SZ,002262,恩华药业,江苏,化学制药,20080723,002262
002264.SZ,002264,新华都,福建,互联网,20080731,002264
002258.SZ,002258,利尔化学,四川,农药化肥,20080708,002258
002250.SZ,002250,联化科技,浙江,化工原料,20080619,002250
601668.SH,601668,中国建筑,北京,建筑工程,20090729,601668
002267.SZ,002267,陕天然气,陕西,供气供热,20080813,002267
002268.SZ,002268,电科网安,四川,IT设备,20080811,002268
002271.SZ,002271,东方雨虹,北京,其他建材,20080910,002271
002269.SZ,002269,美邦服饰,上海,服饰,20080828,002269
002270.SZ,002270,华明装备,山东,电气设备,20080905,002270
002272.SZ,002272,川润股份,四川,机械基件,20080919,002272
002266.SZ,002266,浙富控股,浙江,环境保护,20080806,002266
002275.SZ,002275,桂林三金,广西,中成药,20090710,002275
002273.SZ,002273,水晶光电,浙江,元器件,20080919,002273
002396.SZ,002396,星网锐捷,福建,通信设备,20100623,002396
601107.SH,601107,四川成渝,四川,路桥,20090727,601107
601766.SH,601766,中国中车,北京,运输设备,20080818,601766
601788.SH,601788,光大证券,上海,证券,20090818,601788
002276.SZ,002276,万马股份,浙江,电气设备,20090710,002276
002282.SZ,002282,博深股份,河北,机械基件,20090821,002282
002284.SZ,002284,亚太股份,浙江,汽车配件,20090828,002284
002283.SZ,002283,天润工业,山东,汽车配件,20090821,002283
002362.SZ,002362,汉王科技,北京,软件服务,20100303,002362
002277.SZ,002277,友阿股份,湖南,百货,20090717,002277
601727.SH,601727,上海电气,上海,电气设备,20081205,601727
